RPM,MAP,VE New Rear,VE New Front,,,,,,,,,,,,,,,,
3117,19.52,78.5,78,,,,,,,,,,,,,,,,
3080,20.26,78,77.5,,,,,,,,,,,,,,,,
3084,20.63,76,78.5,,,,,,,,,,,,,,,,
3115,22.11,74,79,,,,,,,,,,,,,,,,
3062,23.58,83,80.5,,,,,,,,,,,,,,,,
3123,23.95,82.5,80.5,,,,,,,,,,,,,,,,
3055,25.43,72.5,84,,,,,,,,,,,,,,,,
3051,26.9,73,85.5,,,,,,,,,,,,,,,,
3088,26.54,69,77,,,,,,,,,,,,,,,,
3080,26.54,69.5,76,,,,,,,,,,,,,,,,
3078,26.54,70.5,76.5,,,,,,,,,,,,,,,,
3060,26.9,71,76.5,,,,,,,,,,,,,,,,
3041,27.27,71,77.5,,,,,,,,,,,,,,,,
3038,27.27,72.5,77.5,,,,,,,,,,,,,,,,
3040,27.27,71.5,76,,,,,,,,,,,,,,,,
3058,27.27,71.5,76.5,,,,,,,,,,,,,,,,
3078,26.54,70,75,,,,,,,,,,,,,,,,
3083,26.9,70,76,,,,,,,,,,,,,,,,
3075,26.9,70.5,76.5,,,,,,,,,,,,,,,,
3045,27.27,71.5,76,,,,,,,,,,,,,,,,
3044,26.9,70.5,76,,,,,,,,,,,,,,,,
3036,26.9,70,76,,,,,,,,,,,,,,,,
3046,26.9,74.5,77.5,,,,,,,,,,,,,,,,
3055,26.9,70.5,77.5,,,,,,,,,,,,,,,,
3066,27.27,70.5,76.5,,,,,,,,,,,,,,,,
3063,26.9,70,74.5,,,,,,,,,,,,,,,,
3076,27.27,70.5,75.5,,,,,,,,,,,,,,,,
3090,26.54,70.5,75,,,,,,,,,,,,,,,,
3022,23.22,72.5,75,,,,,,,,,,,,,,,,
3034,22.48,78,81.5,,,,,,,,,,,,,,,,
3046,22.48,74,81,,,,,,,,,,,,,,,,
3037,22.85,79.5,85.5,,,,,,,,,,,,,,,,
3054,22.48,72,86,,,,,,,,,,,,,,,,
3028,22.48,76.5,81.5,,,,,,,,,,,,,,,,
3015,22.85,76,84.5,,,,,,,,,,,,,,,,
3041,22.48,72.5,83,,,,,,,,,,,,,,,,
3022,22.85,69,81,,,,,,,,,,,,,,,,
3034,23.58,71.5,83.5,,,,,,,,,,,,,,,,
3048,23.58,74,80,,,,,,,,,,,,,,,,
3026,23.58,69.5,82,,,,,,,,,,,,,,,,
3023,23.95,72,86,,,,,,,,,,,,,,,,
3007,23.95,69,85,,,,,,,,,,,,,,,,
3029,23.95,68,88,,,,,,,,,,,,,,,,
3020,24.69,67,76.5,,,,,,,,,,,,,,,,
3052,28.38,69,77.5,,,,,,,,,,,,,,,,
3072,28.75,72.5,76,,,,,,,,,,,,,,,,
3060,29.49,71,76.5,,,,,,,,,,,,,,,,
3092,30.23,71,76.5,,,,,,,,,,,,,,,,
3039,31.33,72.5,77,,,,,,,,,,,,,,,,
3038,31.7,74,79.5,,,,,,,,,,,,,,,,
3055,30.96,73,78.5,,,,,,,,,,,,,,,,
3048,32.07,74.5,78,,,,,,,,,,,,,,,,
3033,32.07,75.5,78,,,,,,,,,,,,,,,,
3046,32.44,76.5,79,,,,,,,,,,,,,,,,
3037,32.81,77,80.5,,,,,,,,,,,,,,,,
3058,32.81,77,80.5,,,,,,,,,,,,,,,,
3053,35.76,79,81.5,,,,,,,,,,,,,,,,
3055,40.19,83,83.5,,,,,,,,,,,,,,,,
3077,38.34,80,82,,,,,,,,,,,,,,,,
3074,38.34,74,78.5,,,,,,,,,,,,,,,,
3061,38.34,78,83,,,,,,,,,,,,,,,,
3082,36.87,78,83,,,,,,,,,,,,,,,,
3063,35.76,77,81.5,,,,,,,,,,,,,,,,
3086,35.76,77,81,,,,,,,,,,,,,,,,
3081,35.39,77.5,82,,,,,,,,,,,,,,,,
3091,35.39,78,82,,,,,,,,,,,,,,,,
3095,34.65,77.5,81.5,,,,,,,,,,,,,,,,
3102,34.65,76.5,81.5,,,,,,,,,,,,,,,,
3103,34.65,77,82,,,,,,,,,,,,,,,,
3116,34.65,77,82,,,,,,,,,,,,,,,,
3118,34.65,76.5,82,,,,,,,,,,,,,,,,
3122,35.76,78,82,,,,,,,,,,,,,,,,
3154,38.71,80,83,,,,,,,,,,,,,,,,
3156,40.93,82,85.5,,,,,,,,,,,,,,,,
3168,42.77,80,85,,,,,,,,,,,,,,,,
3183,45.72,80,84,,,,,,,,,,,,,,,,
3195,47.57,81,85.5,,,,,,,,,,,,,,,,
3218,49.04,80.5,86.5,,,,,,,,,,,,,,,,
3225,52.37,81.5,88,,,,,,,,,,,,,,,,
3243,53.1,83,89.5,,,,,,,,,,,,,,,,
3262,56.06,83.5,89,,,,,,,,,,,,,,,,
3282,60.11,81,89,,,,,,,,,,,,,,,,
3303,63.07,83.5,89.5,,,,,,,,,,,,,,,,
3327,67.5,86,89.5,,,,,,,,,,,,,,,,
3344,76.35,83,91,,,,,,,,,,,,,,,,
3381,78.57,88,91,,,,,,,,,,,,,,,,
3392,78.57,84.5,95,,,,,,,,,,,,,,,,
3414,77.83,79.5,92,,,,,,,,,,,,,,,,
3416,27.64,75.5,93,,,,,,,,,,,,,,,,
3262,28.75,70.5,84.5,,,,,,,,,,,,,,,,
3372,22.48,71,77,,,,,,,,,,,,,,,,
3326,18.42,92.5,83.5,,,,,,,,,,,,,,,,
3341,17.31,80.5,79.5,,,,,,,,,,,,,,,,
3318,16.94,80.5,79.5,,,,,,,,,,,,,,,,
3314,16.94,80.5,79.5,,,,,,,,,,,,,,,,
3305,16.57,80.5,79.5,,,,,,,,,,,,,,,,
3289,16.2,80.5,80,,,,,,,,,,,,,,,,
3283,16.2,80.5,80,,,,,,,,,,,,,,,,
3277,16.2,80.5,80,,,,,,,,,,,,,,,,
3267,16.2,80.5,80,,,,,,,,,,,,,,,,
3260,16.2,80.5,80,,,,,,,,,,,,,,,,
3244,15.84,80.5,80,,,,,,,,,,,,,,,,
3235,15.84,80.5,80,,,,,,,,,,,,,,,,
3227,15.84,80.5,80,,,,,,,,,,,,,,,,
3215,15.84,80.5,80,,,,,,,,,,,,,,,,
3207,15.84,80.5,80,,,,,,,,,,,,,,,,
3198,16.2,80.5,80,,,,,,,,,,,,,,,,
3188,16.2,80.5,80,,,,,,,,,,,,,,,,
3182,16.2,80,80,,,,,,,,,,,,,,,,
3175,15.84,80,80,,,,,,,,,,,,,,,,
3167,16.2,80,80,,,,,,,,,,,,,,,,
3160,16.2,80,80,,,,,,,,,,,,,,,,
3153,16.2,80,80,,,,,,,,,,,,,,,,
3142,16.2,80,80,,,,,,,,,,,,,,,,
3136,16.2,80,80,,,,,,,,,,,,,,,,
3132,16.2,80,80,,,,,,,,,,,,,,,,
3123,16.2,80,79.5,,,,,,,,,,,,,,,,
3109,16.2,80,79.5,,,,,,,,,,,,,,,,
3111,16.2,80,79.5,,,,,,,,,,,,,,,,
3087,16.2,80,79.5,,,,,,,,,,,,,,,,
3101,16.2,80,79.5,,,,,,,,,,,,,,,,
3087,16.2,80,79.5,,,,,,,,,,,,,,,,
3077,16.2,80,79.5,,,,,,,,,,,,,,,,
3075,16.57,80,79.5,,,,,,,,,,,,,,,,
3060,16.2,80,79.5,,,,,,,,,,,,,,,,
3054,16.57,79.5,79.5,,,,,,,,,,,,,,,,
3045,16.57,79,79.5,,,,,,,,,,,,,,,,
3038,16.57,79,79.5,,,,,,,,,,,,,,,,
3013,16.57,79,79.5,,,,,,,,,,,,,,,,
3044,16.57,79,79.5,,,,,,,,,,,,,,,,
3019,16.57,79.5,79.5,,,,,,,,,,,,,,,,
3017,16.57,79,79.5,,,,,,,,,,,,,,,,
3004,16.57,79,79.5,,,,,,,,,,,,,,,,
3000,16.57,79,79.5,,,,,,,,,,,,,,,,
2998,16.57,79,79.5,,,,,,,,,,,,,,,,
2985,18.79,78.5,77.5,,,,,,,,,,,,,,,,
3048,20.26,77.5,77.5,,,,,,,,,,,,,,,,
2968,21.37,75,78.5,,,,,,,,,,,,,,,,
3030,22.11,73.5,79,,,,,,,,,,,,,,,,
2991,21.74,72.5,79,,,,,,,,,,,,,,,,
2983,22.48,76,85.5,,,,,,,,,,,,,,,,
2968,22.48,71.5,80,,,,,,,,,,,,,,,,
2979,22.85,76.5,83,,,,,,,,,,,,,,,,
2965,22.85,75,82.5,,,,,,,,,,,,,,,,
3012,23.22,70,82,,,,,,,,,,,,,,,,
2972,24.32,73,85.5,,,,,,,,,,,,,,,,
2965,25.06,69.5,81,,,,,,,,,,,,,,,,
2970,26.17,68.5,79,,,,,,,,,,,,,,,,
2986,26.17,71,75.5,,,,,,,,,,,,,,,,
2966,26.17,70.5,76,,,,,,,,,,,,,,,,
2960,25.8,68,76.5,,,,,,,,,,,,,,,,
2987,26.17,70,83.5,,,,,,,,,,,,,,,,
2973,25.06,70,80,,,,,,,,,,,,,,,,
2918,19.52,80.5,73,,,,,,,,,,,,,,,,
2977,19.52,84.5,81,,,,,,,,,,,,,,,,
2964,19.52,91,86.5,,,,,,,,,,,,,,,,
2946,19.52,84.5,90.5,,,,,,,,,,,,,,,,
2954,18.79,97,97,,,,,,,,,,,,,,,,
2925,19.16,82.5,94.5,,,,,,,,,,,,,,,,
2946,18.42,91,97,,,,,,,,,,,,,,,,
2913,18.79,84,96.5,,,,,,,,,,,,,,,,
2935,18.42,88,95,,,,,,,,,,,,,,,,
2906,18.79,87,97.5,,,,,,,,,,,,,,,,
2939,18.42,86,95,,,,,,,,,,,,,,,,
2886,19.16,78.5,88.5,,,,,,,,,,,,,,,,
2911,18.42,86.5,90.5,,,,,,,,,,,,,,,,
2873,19.52,82.5,88,,,,,,,,,,,,,,,,
2906,20.26,83.5,95,,,,,,,,,,,,,,,,
2869,20.63,78,84.5,,,,,,,,,,,,,,,,
2859,21.74,73,89,,,,,,,,,,,,,,,,
2878,24.32,67.5,85,,,,,,,,,,,,,,,,
2897,25.8,66,88,,,,,,,,,,,,,,,,
2876,25.8,66,79,,,,,,,,,,,,,,,,
2887,26.9,72.5,81,,,,,,,,,,,,,,,,
2910,27.64,72,77.5,,,,,,,,,,,,,,,,
2897,28.01,71.5,76.5,,,,,,,,,,,,,,,,
2923,28.38,72,76.5,,,,,,,,,,,,,,,,
2913,28.38,73.5,76,,,,,,,,,,,,,,,,
2875,29.12,72.5,78,,,,,,,,,,,,,,,,
2894,29.49,73.5,78.5,,,,,,,,,,,,,,,,
2901,29.86,75,78.5,,,,,,,,,,,,,,,,
2894,29.86,75.5,79,,,,,,,,,,,,,,,,
2884,30.23,75.5,79,,,,,,,,,,,,,,,,
2899,29.86,76,78.5,,,,,,,,,,,,,,,,
2908,29.49,74.5,77.5,,,,,,,,,,,,,,,,
2889,28.38,74,76,,,,,,,,,,,,,,,,
2861,26.9,73,76,,,,,,,,,,,,,,,,
2873,26.17,72,75.5,,,,,,,,,,,,,,,,
2888,26.17,71,75.5,,,,,,,,,,,,,,,,
2911,26.17,69.5,75.5,,,,,,,,,,,,,,,,
2940,25.8,73.5,80,,,,,,,,,,,,,,,,
2925,25.43,71,76.5,,,,,,,,,,,,,,,,
2896,26.17,69.5,76,,,,,,,,,,,,,,,,
2895,26.17,73.5,76.5,,,,,,,,,,,,,,,,
2933,25.8,71,77.5,,,,,,,,,,,,,,,,
2886,25.43,68.5,75.5,,,,,,,,,,,,,,,,
2886,26.17,73,78.5,,,,,,,,,,,,,,,,
2871,26.17,71,77,,,,,,,,,,,,,,,,
2921,25.8,70,78,,,,,,,,,,,,,,,,
2893,27.64,70.5,81.5,,,,,,,,,,,,,,,,
2919,30.96,74.5,80.5,,,,,,,,,,,,,,,,
2975,35.39,76.5,81,,,,,,,,,,,,,,,,
2897,39.45,79.5,80,,,,,,,,,,,,,,,,
2932,39.08,79.5,81.5,,,,,,,,,,,,,,,,
2930,39.45,79.5,83.5,,,,,,,,,,,,,,,,
2937,39.82,82.5,83.5,,,,,,,,,,,,,,,,
2943,39.45,83,84.5,,,,,,,,,,,,,,,,
2951,39.45,82,84.5,,,,,,,,,,,,,,,,
2955,39.45,82.5,84.5,,,,,,,,,,,,,,,,
2962,38.71,82,84,,,,,,,,,,,,,,,,
2975,39.08,81.5,84,,,,,,,,,,,,,,,,
2977,39.45,82,85,,,,,,,,,,,,,,,,
2990,39.08,81.5,84,,,,,,,,,,,,,,,,
2991,39.08,81.5,85,,,,,,,,,,,,,,,,
2996,38.71,81,85,,,,,,,,,,,,,,,,
2996,28.38,71,77,,,,,,,,,,,,,,,,
2873,18.79,68,68,,,,,,,,,,,,,,,,
2984,18.42,72.5,70.5,,,,,,,,,,,,,,,,
2955,18.05,79.5,75,,,,,,,,,,,,,,,,
2976,18.05,80.5,86,,,,,,,,,,,,,,,,
2942,17.68,85,86,,,,,,,,,,,,,,,,
2950,17.31,78,79,,,,,,,,,,,,,,,,
2939,16.94,78.5,79,,,,,,,,,,,,,,,,
2928,16.94,78,78.5,,,,,,,,,,,,,,,,
2925,16.94,78.5,79,,,,,,,,,,,,,,,,
2913,16.94,78,78.5,,,,,,,,,,,,,,,,
2907,16.94,78,79,,,,,,,,,,,,,,,,
2897,16.94,78,79,,,,,,,,,,,,,,,,
2845,17.31,77,79,,,,,,,,,,,,,,,,
2649,17.31,76,78.5,,,,,,,,,,,,,,,,
2496,17.68,75,79,,,,,,,,,,,,,,,,
2336,18.05,73.5,78.5,,,,,,,,,,,,,,,,
2185,19.16,71,77.5,,,,,,,,,,,,,,,,
2032,20.26,67.5,75.5,,,,,,,,,,,,,,,,
1995,22.11,66,74,,,,,,,,,,,,,,,,
2136,21.37,66.5,75.5,,,,,,,,,,,,,,,,
2286,19.89,67,77,,,,,,,,,,,,,,,,
2452,18.79,72,77.5,,,,,,,,,,,,,,,,
2622,18.05,74,78.5,,,,,,,,,,,,,,,,
2755,17.68,75,78,,,,,,,,,,,,,,,,
2843,17.31,76.5,78,,,,,,,,,,,,,,,,
2924,17.31,77.5,78.5,,,,,,,,,,,,,,,,
2982,16.57,78.5,79,,,,,,,,,,,,,,,,
3043,16.57,79,79.5,,,,,,,,,,,,,,,,
3229,15.84,80.5,80,,,,,,,,,,,,,,,,
3288,15.84,80.5,80,,,,,,,,,,,,,,,,
3313,15.84,81,80,,,,,,,,,,,,,,,,
3281,15.84,80.5,80,,,,,,,,,,,,,,,,
3265,15.84,80.5,80,,,,,,,,,,,,,,,,
3247,15.84,80.5,80,,,,,,,,,,,,,,,,
3233,15.84,80.5,80,,,,,,,,,,,,,,,,
3213,15.84,80.5,80,,,,,,,,,,,,,,,,
3201,15.84,80.5,80,,,,,,,,,,,,,,,,
3169,16.2,80,80,,,,,,,,,,,,,,,,
3143,15.84,80,80,,,,,,,,,,,,,,,,
3124,15.84,80,80,,,,,,,,,,,,,,,,
3099,16.2,80,79.5,,,,,,,,,,,,,,,,
3088,16.57,80,79.5,,,,,,,,,,,,,,,,
3058,16.57,79.5,79.5,,,,,,,,,,,,,,,,
3033,16.57,79.5,79.5,,,,,,,,,,,,,,,,
3011,16.57,79.5,79.5,,,,,,,,,,,,,,,,
3006,16.57,79.5,79.5,,,,,,,,,,,,,,,,
3008,16.57,79,79.5,,,,,,,,,,,,,,,,
2991,16.57,79,79.5,,,,,,,,,,,,,,,,
2984,16.57,79,79.5,,,,,,,,,,,,,,,,
2974,16.57,79,79.5,,,,,,,,,,,,,,,,
2962,16.57,78.5,79.5,,,,,,,,,,,,,,,,
2951,16.57,79,79.5,,,,,,,,,,,,,,,,
2931,16.57,78.5,79,,,,,,,,,,,,,,,,
2914,16.94,78,79,,,,,,,,,,,,,,,,
2906,16.94,78,79,,,,,,,,,,,,,,,,
2888,16.94,78,79,,,,,,,,,,,,,,,,
2878,16.94,78,79,,,,,,,,,,,,,,,,
2863,16.94,77.5,78.5,,,,,,,,,,,,,,,,
2854,16.57,77.5,78.5,,,,,,,,,,,,,,,,
2833,16.94,77.5,78.5,,,,,,,,,,,,,,,,
2826,16.94,77.5,78.5,,,,,,,,,,,,,,,,
2809,16.94,77,78.5,,,,,,,,,,,,,,,,
2798,16.57,77.5,78.5,,,,,,,,,,,,,,,,
2787,16.94,77,78.5,,,,,,,,,,,,,,,,
2770,16.94,76.5,78.5,,,,,,,,,,,,,,,,
2756,16.94,76.5,78.5,,,,,,,,,,,,,,,,
2643,17.31,76,78.5,,,,,,,,,,,,,,,,
2488,17.68,75,79,,,,,,,,,,,,,,,,
2314,18.42,73,78.5,,,,,,,,,,,,,,,,
2121,19.16,70,77,,,,,,,,,,,,,,,,
1949,21.74,67.5,74,,,,,,,,,,,,,,,,
2048,22.11,66,74,,,,,,,,,,,,,,,,
2315,19.52,67,77,,,,,,,,,,,,,,,,
2461,18.79,72.5,78,,,,,,,,,,,,,,,,
2605,18.05,74,78,,,,,,,,,,,,,,,,
2746,17.31,76,78,,,,,,,,,,,,,,,,
2838,16.94,77,79,,,,,,,,,,,,,,,,
2913,17.31,77.5,78.5,,,,,,,,,,,,,,,,
2984,16.57,79,79,,,,,,,,,,,,,,,,
3072,16.2,79.5,79.5,,,,,,,,,,,,,,,,
3174,19.52,80,78,,,,,,,,,,,,,,,,
3200,42.03,82.5,93.5,,,,,,,,,,,,,,,,
3421,42.4,79,92.5,,,,,,,,,,,,,,,,
3304,45.35,79,88.5,,,,,,,,,,,,,,,,
3221,47.57,81.5,93.5,,,,,,,,,,,,,,,,
3344,12.88,82,91.5,,,,,,,,,,,,,,,,
3156,22.48,67,79.5,,,,,,,,,,,,,,,,
3044,17.68,77.5,90.5,,,,,,,,,,,,,,,,
3134,16.94,79.5,79.5,,,,,,,,,,,,,,,,
3123,16.57,79.5,79.5,,,,,,,,,,,,,,,,
3086,16.57,80,79.5,,,,,,,,,,,,,,,,
3023,16.57,79,79,,,,,,,,,,,,,,,,
2972,16.57,79,79.5,,,,,,,,,,,,,,,,
2930,16.57,78.5,79,,,,,,,,,,,,,,,,
2882,16.94,77.5,79,,,,,,,,,,,,,,,,
2730,16.94,76,78.5,,,,,,,,,,,,,,,,
2564,17.31,75.5,78.5,,,,,,,,,,,,,,,,
2406,18.05,74,78.5,,,,,,,,,,,,,,,,
2231,19.16,70.5,78,,,,,,,,,,,,,,,,
2101,19.52,69,76.5,,,,,,,,,,,,,,,,
1943,21.74,67.5,74,,,,,,,,,,,,,,,,
1933,22.48,65.5,73.5,,,,,,,,,,,,,,,,
2142,21,67,75.5,,,,,,,,,,,,,,,,
2228,19.89,67,76.5,,,,,,,,,,,,,,,,
2351,19.52,70,77.5,,,,,,,,,,,,,,,,
2410,18.79,71.5,77.5,,,,,,,,,,,,,,,,
2469,18.79,72,78,,,,,,,,,,,,,,,,
2560,18.05,73.5,78.5,,,,,,,,,,,,,,,,
2623,18.05,92.5,78.5,,,,,,,,,,,,,,,,
2701,16.94,83.5,79,,,,,,,,,,,,,,,,
2721,17.31,87.5,78,,,,,,,,,,,,,,,,
2749,17.31,75.5,78,,,,,,,,,,,,,,,,
2787,16.94,77,78.5,,,,,,,,,,,,,,,,
2824,16.94,77,78.5,,,,,,,,,,,,,,,,
2868,16.94,77.5,78.5,,,,,,,,,,,,,,,,
2869,16.94,77.5,78.5,,,,,,,,,,,,,,,,
2829,16.94,77.5,78.5,,,,,,,,,,,,,,,,
2797,16.94,77,78.5,,,,,,,,,,,,,,,,
2760,16.94,76.5,78.5,,,,,,,,,,,,,,,,
2721,17.31,76,78,,,,,,,,,,,,,,,,
2684,17.31,76,78.5,,,,,,,,,,,,,,,,
2655,17.31,76,78.5,,,,,,,,,,,,,,,,
2614,17.31,76,78.5,,,,,,,,,,,,,,,,
2593,17.31,76,78.5,,,,,,,,,,,,,,,,
2559,17.68,75.5,78.5,,,,,,,,,,,,,,,,
2523,17.68,75.5,79,,,,,,,,,,,,,,,,
2494,18.05,74.5,79,,,,,,,,,,,,,,,,
2461,17.68,75,79,,,,,,,,,,,,,,,,
2434,18.05,74.5,78.5,,,,,,,,,,,,,,,,
2400,18.05,74,78.5,,,,,,,,,,,,,,,,
2376,18.05,74.5,78.5,,,,,,,,,,,,,,,,
2345,18.42,73,79,,,,,,,,,,,,,,,,
2301,18.42,72.5,78.5,,,,,,,,,,,,,,,,
2261,18.79,71.5,78.5,,,,,,,,,,,,,,,,
2235,18.79,70.5,78,,,,,,,,,,,,,,,,
2204,18.79,71,77.5,,,,,,,,,,,,,,,,
2179,19.16,70.5,77.5,,,,,,,,,,,,,,,,
2150,22.11,66,76.5,,,,,,,,,,,,,,,,
2212,26.17,64.5,80,,,,,,,,,,,,,,,,
2242,30.96,67.5,88.5,,,,,,,,,,,,,,,,
2301,34.65,75,93,,,,,,,,,,,,,,,,
2307,39.82,80.5,91.5,,,,,,,,,,,,,,,,
2253,46.83,86,96,,,,,,,,,,,,,,,,
2315,48.68,88,94,,,,,,,,,,,,,,,,
2343,49.78,87,91.5,,,,,,,,,,,,,,,,
2382,49.41,84,88,,,,,,,,,,,,,,,,
2443,48.31,83,85.5,,,,,,,,,,,,,,,,
2508,47.57,84.5,84,,,,,,,,,,,,,,,,
2572,46.46,85,84.5,,,,,,,,,,,,,,,,
2603,46.09,85,84,,,,,,,,,,,,,,,,
2633,45.72,85.5,84,,,,,,,,,,,,,,,,
2685,45.35,86,84.5,,,,,,,,,,,,,,,,
2734,44.62,86,83,,,,,,,,,,,,,,,,
2786,43.88,85.5,82,,,,,,,,,,,,,,,,
2833,43.88,84,83.5,,,,,,,,,,,,,,,,
2877,43.14,84,83.5,,,,,,,,,,,,,,,,
2923,43.88,84,83,,,,,,,,,,,,,,,,
2976,45.72,83.5,83.5,,,,,,,,,,,,,,,,
3022,47.94,84.5,85,,,,,,,,,,,,,,,,
3092,49.78,84,86,,,,,,,,,,,,,,,,
3133,50.52,82.5,86,,,,,,,,,,,,,,,,
3182,50.15,81.5,87.5,,,,,,,,,,,,,,,,
3239,49.41,81.5,87,,,,,,,,,,,,,,,,
3299,50.15,82,90,,,,,,,,,,,,,,,,
3351,49.41,82.5,90.5,,,,,,,,,,,,,,,,
3382,49.04,83,91,,,,,,,,,,,,,,,,
3414,49.04,82,92,,,,,,,,,,,,,,,,
3461,49.04,83,93,,,,,,,,,,,,,,,,
3521,50.52,83,92.5,,,,,,,,,,,,,,,,
3576,52.73,86,99,,,,,,,,,,,,,,,,
3635,53.1,88.5,101,,,,,,,,,,,,,,,,
3690,32.81,91,99,,,,,,,,,,,,,,,,
3468,20.63,92.5,90,,,,,,,,,,,,,,,,
3295,17.68,105,96.5,,,,,,,,,,,,,,,,
3171,18.05,80,79,,,,,,,,,,,,,,,,
2994,18.05,78.5,78.5,,,,,,,,,,,,,,,,
2795,18.05,76,78,,,,,,,,,,,,,,,,
2614,19.16,73.5,77.5,,,,,,,,,,,,,,,,
2588,26.54,68.5,81.5,,,,,,,,,,,,,,,,
2616,34.65,79,94.5,,,,,,,,,,,,,,,,
2592,43.14,82,97,,,,,,,,,,,,,,,,
2584,48.68,85,88.5,,,,,,,,,,,,,,,,
2629,49.04,83.5,85.5,,,,,,,,,,,,,,,,
2654,54.58,84.5,83.5,,,,,,,,,,,,,,,,
2695,59.01,84.5,84,,,,,,,,,,,,,,,,
2723,59.75,83.5,82,,,,,,,,,,,,,,,,
2756,59.75,83,81.5,,,,,,,,,,,,,,,,
2773,59.01,84.5,83,,,,,,,,,,,,,,,,
2819,59.75,83.5,83,,,,,,,,,,,,,,,,
2849,59.75,84,83,,,,,,,,,,,,,,,,
2885,59.75,85,83.5,,,,,,,,,,,,,,,,
2913,59.75,83.5,84.5,,,,,,,,,,,,,,,,
2947,59.01,83,84,,,,,,,,,,,,,,,,
2980,58.64,82.5,84.5,,,,,,,,,,,,,,,,
3012,58.64,83.5,86,,,,,,,,,,,,,,,,
3050,57.53,84,86,,,,,,,,,,,,,,,,
3077,57.53,82.5,86,,,,,,,,,,,,,,,,
3121,56.79,83.5,87,,,,,,,,,,,,,,,,
3136,55.69,82.5,87.5,,,,,,,,,,,,,,,,
3177,55.32,82.5,87.5,,,,,,,,,,,,,,,,
3216,55.32,82.5,88.5,,,,,,,,,,,,,,,,
3237,54.58,83.5,91.5,,,,,,,,,,,,,,,,
3278,54.21,83,90,,,,,,,,,,,,,,,,
3302,53.84,83.5,91,,,,,,,,,,,,,,,,
3336,54.21,83.5,92,,,,,,,,,,,,,,,,
3359,53.1,82.5,92.5,,,,,,,,,,,,,,,,
3400,52.37,82.5,92.5,,,,,,,,,,,,,,,,
3436,52,83.5,92.5,,,,,,,,,,,,,,,,
3465,54.21,85,100,,,,,,,,,,,,,,,,
3503,56.06,86.5,97,,,,,,,,,,,,,,,,
3544,56.79,87.5,99,,,,,,,,,,,,,,,,
3578,56.42,90,100,,,,,,,,,,,,,,,,
3607,56.06,96,101.5,,,,,,,,,,,,,,,,
3661,56.06,95.5,100.5,,,,,,,,,,,,,,,,
3697,55.69,96.5,101,,,,,,,,,,,,,,,,
3724,54.95,97,104.5,,,,,,,,,,,,,,,,
3770,54.58,97,102,,,,,,,,,,,,,,,,
3797,54.58,95.5,105,,,,,,,,,,,,,,,,
3847,53.47,98,104.5,,,,,,,,,,,,,,,,
3859,53.84,98.5,102.5,,,,,,,,,,,,,,,,
3913,53.1,97,110,,,,,,,,,,,,,,,,
3933,53.1,97,100,,,,,,,,,,,,,,,,
3981,52.73,102,106.5,,,,,,,,,,,,,,,,
4011,54.21,97,108,,,,,,,,,,,,,,,,
4045,53.84,97,106,,,,,,,,,,,,,,,,
4084,53.1,102,105,,,,,,,,,,,,,,,,
4124,53.84,99.5,107.5,,,,,,,,,,,,,,,,
3952,21.74,84,93.5,,,,,,,,,,,,,,,,
3767,18.42,91.5,91,,,,,,,,,,,,,,,,
3632,17.31,105,80.5,,,,,,,,,,,,,,,,
3449,17.31,92,80,,,,,,,,,,,,,,,,
3252,17.31,80.5,79.5,,,,,,,,,,,,,,,,
3075,17.68,79.5,78,,,,,,,,,,,,,,,,
2941,22.85,76,82,,,,,,,,,,,,,,,,
2956,31.33,72.5,90.5,,,,,,,,,,,,,,,,
3165,36.87,79.5,92.5,,,,,,,,,,,,,,,,
3000,42.03,77.5,85,,,,,,,,,,,,,,,,
3024,43.88,80.5,85,,,,,,,,,,,,,,,,
3075,46.83,78,83.5,,,,,,,,,,,,,,,,
3053,53.47,82,86,,,,,,,,,,,,,,,,
3075,55.69,83,86,,,,,,,,,,,,,,,,
3108,55.69,82.5,85.5,,,,,,,,,,,,,,,,
3099,56.42,82,86.5,,,,,,,,,,,,,,,,
3137,56.79,83.5,88,,,,,,,,,,,,,,,,
3138,57.9,82,88,,,,,,,,,,,,,,,,
3157,58.64,83,89.5,,,,,,,,,,,,,,,,
3167,58.64,84.5,89.5,,,,,,,,,,,,,,,,
3194,57.53,84,90,,,,,,,,,,,,,,,,
3207,57.9,84.5,91,,,,,,,,,,,,,,,,
3213,57.9,84.5,91,,,,,,,,,,,,,,,,
3247,57.16,84,91,,,,,,,,,,,,,,,,
3244,57.16,84.5,91,,,,,,,,,,,,,,,,
3286,57.53,83.5,92.5,,,,,,,,,,,,,,,,
3286,56.79,84,91.5,,,,,,,,,,,,,,,,
3300,56.42,84,91.5,,,,,,,,,,,,,,,,
3329,55.69,85,92,,,,,,,,,,,,,,,,
3320,56.42,85,93,,,,,,,,,,,,,,,,
3346,57.16,85,92.5,,,,,,,,,,,,,,,,
3352,57.16,85.5,92.5,,,,,,,,,,,,,,,,
3374,56.42,86,97,,,,,,,,,,,,,,,,
3387,55.69,86,93,,,,,,,,,,,,,,,,
3397,55.69,88,94,,,,,,,,,,,,,,,,
3417,55.69,86.5,95.5,,,,,,,,,,,,,,,,
3427,55.32,89,100,,,,,,,,,,,,,,,,
3438,55.32,90.5,97.5,,,,,,,,,,,,,,,,
3457,54.95,87.5,98.5,,,,,,,,,,,,,,,,
