Time,WBO2 F,WBO2 R,ET,WBO2 F,WBO2 R,MAP,B+,RPM,TP,Set Lambda,Spark Knock F,Spark Knock R,VE Front,VE Rear ,Lambda1,Lambda2,IAT,Idle Set,IAC,Advance F,Advance R,INJ PW F,INJ PW R,VSS,TP Sensor,Twist Pos,SWL(hex)
14009,0.87,0.877,167,12.7,12.8,36.13,13.9,1006,4,0.946,0,0,68,74,,,107.6,1024,41,22.5,22.5,3.97,4.01,0,0.7,0,269
14099,0.863,0.856,167,12.6,12.5,36.13,13.8,1020,4,0.946,0,0,68,74,,,107.6,1024,41,20.5,20.5,3.97,3.95,0,0.7,0,269
14189,0.856,0.829,167,12.5,12.1,35.76,13.8,1046,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,19.5,19.5,3.88,3.76,0,0.7,0,269
14271,0.863,0.822,167,12.6,12,34.65,13.8,1038,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,18.5,18.5,3.77,3.79,0,0.72,0,269
14349,0.849,0.884,167,12.4,12.9,37.61,13.8,995,4,0.946,0,0,68.5,74,,,107.6,1024,41,21,21,4.15,4.06,0,0.7,0,269
14431,0.849,0.89,167,12.4,13,36.13,13.8,1004,4,0.946,0,0,68.5,74,,,107.6,1024,41,21.5,21.5,4.15,4.04,0,0.7,0,269
14509,0.856,0.856,167,12.5,12.5,35.76,13.8,1035,4,0.948,0,0,68,73.5,,,107.6,1024,41,20,20,3.91,3.86,0,0.7,0,269
14578,0.856,0.842,167,12.5,12.3,35.76,13.8,1022,4,0.948,0,0,68,73.5,,,107.6,1024,41,20,20,3.9,3.84,0,0.7,0,269
14681,0.863,0.822,167,12.6,12,35.02,13.8,1043,4,0.948,0,0,67.5,74,,,107.6,1024,41,19.5,19.5,3.81,3.88,0,0.7,0,269
14759,0.863,0.808,167,12.6,11.8,34.65,13.8,1076,4,0.95,0,0,67.5,73.5,,,107.6,1024,41,16,16,3.74,3.66,0,0.7,0,269
14840,0.849,0.808,167,12.4,11.8,34.28,13.8,1050,4,0.979,0,0,67.5,73.5,,,107.6,1024,41,16,16,3.7,3.66,0,0.7,0,269
14918,0.849,0.856,167,12.4,12.5,36.13,13.8,1012,4,0.946,0,0,68,74,,,107.6,1024,41,20.5,18,3.84,3.83,0,0.72,0,269
15000,0.842,0.884,167,12.3,12.9,37.61,13.8,981,4,0.946,0,0,68.5,74,,,107.6,1024,41,23,20.5,4.13,4.1,0,0.7,0,269
15078,0.849,0.87,167,12.4,12.7,36.87,13.8,1007,4,0.946,0,0,68.5,74,,,107.6,1024,41,22.5,22.5,4.06,3.97,0,0.7,0,269
15168,0.863,0.829,167,12.6,12.1,35.76,13.8,1012,4,0.946,0,0,68,74,,,107.6,1024,41,20.5,20.5,3.92,3.92,0,0.7,0,269
15250,0.863,0.836,167,12.6,12.2,36.87,13.8,997,4,0.946,0,0,68,74,,,107.6,1024,41,21.5,21.5,3.92,4.05,0,0.7,0,269
15328,0.849,0.836,167,12.4,12.2,36.87,13.8,1007,4,0.946,0,0,68.5,74,,,107.6,1024,41,21.5,21.5,4.07,4.03,0,0.7,0,269
15406,0.849,0.822,167,12.4,12,35.02,13.8,1035,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,20,20,3.8,3.9,0,0.72,0,269
15488,0.849,0.815,167,12.4,11.9,34.65,13.8,1059,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,18,18,3.8,3.73,0,0.7,0,269
15557,0.849,0.808,167,12.4,11.8,34.65,13.8,1054,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,17.5,17.5,3.76,3.73,0,0.7,0,269
15647,0.849,0.808,167,12.4,11.8,35.02,13.8,1040,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,18.5,18.5,3.78,3.73,0,0.7,0,269
15730,0.849,0.822,167,12.4,12,34.65,13.8,1047,5,0.948,0,0,67.5,73.5,,,107.6,1024,41,18,18,3.76,3.74,0,0.72,0,269
15807,0.849,0.829,167,12.4,12.1,34.65,13.8,1034,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,18.5,18.5,3.78,3.82,0,0.7,0,269
15889,0.849,0.829,167,12.4,12.1,35.39,13.8,1027,4,0.948,0,0,68,73.5,,,107.6,1024,41,20,20,3.86,3.82,0,0.7,0,269
15971,0.856,0.849,167,12.5,12.4,35.02,13.8,1049,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,18.5,18.5,3.79,3.82,0,0.72,0,269
16049,0.856,0.842,167,12.5,12.3,35.02,13.8,1051,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,17.5,17.5,3.76,3.79,0,0.7,0,269
16131,0.849,0.836,169,12.4,12.2,34.65,13.8,1064,4,0.95,0,0,67.5,73.5,,,107.6,1024,41,17.5,17.5,3.76,3.79,0,0.72,0,269
16221,0.863,0.822,167,12.6,12,35.02,13.8,1034,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,17.5,17.5,3.81,3.7,0,0.7,0,269
16299,0.863,0.863,167,12.6,12.6,37.61,13.8,982,4,0.946,0,0,68,74,,,107.6,1024,41,20,22,3.84,4.12,0,0.7,0,269
16389,0.87,0.877,167,12.7,12.8,37.97,13.8,1006,4,0.946,0,0,69,74,,,107.6,1024,41,22.5,22.5,4.23,4.05,0,0.7,0,269
16475,0.877,0.849,167,12.8,12.4,35.39,13.8,1029,4,0.948,0,0,68,73.5,,,107.6,1024,41,20,20,3.87,3.88,0,0.7,0,269
16569,0.863,0.849,167,12.6,12.4,36.13,13.8,1020,4,0.948,0,0,68,74,,,107.6,1024,41,20.5,20.5,3.94,3.94,0,0.7,0,269
16647,0.863,0.836,167,12.6,12.2,35.39,13.8,1029,4,0.948,0,0,68,73.5,,,107.6,1024,41,20,20,3.94,3.85,0,0.7,0,269
16729,0.856,0.829,167,12.5,12.1,35.02,13.8,1041,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,19.5,19.5,3.79,3.8,0,0.72,0,269
16819,0.849,0.822,167,12.4,12,35.02,13.8,1031,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,19.5,19.5,3.82,3.77,0,0.7,0,269
16901,0.849,0.829,167,12.4,12.1,36.13,13.8,1012,4,0.946,0,0,68,74,,,107.6,1024,41,21,21,3.96,3.94,0,0.7,0,269
16978,0.849,0.829,167,12.4,12.1,36.13,13.8,1037,4,0.948,0,0,68,73.5,,,107.6,1024,41,20,20,3.94,3.83,0,0.7,0,269
17060,0.849,0.829,169,12.4,12.1,34.65,13.8,1055,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,18,18,3.78,3.78,0,0.7,0,269
17138,0.842,0.849,169,12.3,12.4,35.76,13.8,1037,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,19.5,19.5,3.88,3.86,0,0.7,0,269
17220,0.842,0.856,169,12.3,12.5,34.65,13.8,1036,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,19.5,19.5,3.88,3.81,0,0.7,0,269
17298,0.849,0.842,169,12.4,12.3,35.02,13.8,1018,4,0.946,0,0,68,73.5,,,107.6,1024,41,20,20,3.85,3.83,0,0.7,0,269
17380,0.849,0.836,169,12.4,12.2,36.5,13.8,1001,4,0.946,0,0,68.5,74,,,107.6,1024,41,21.5,21.5,4.02,3.93,0,0.7,0,269
17458,0.849,0.836,169,12.4,12.2,36.13,13.8,1011,4,0.946,0,0,68.5,74,,,107.6,1024,41,21.5,21.5,4.02,3.96,0,0.7,0,269
17540,0.849,0.829,169,12.4,12.1,35.39,13.8,1060,4,0.95,0,0,68,73.5,,,107.6,1024,41,17.5,17.5,3.85,3.8,0,0.7,0,269
17617,0.856,0.822,169,12.5,12,35.39,13.8,1036,4,0.979,0,0,67.5,73.5,,,107.6,1024,41,17.5,17.5,3.71,3.62,0,0.7,0,269
17699,0.856,0.856,169,12.5,12.5,37.97,13.8,980,4,0.946,0,0,68,74,,,107.6,1024,41,20,22.5,3.86,4.15,0,0.7,0,269
17777,0.856,0.89,169,12.5,13,38.71,13.8,993,4,0.946,0,0,69,74,,,107.6,1024,41,22.5,22.5,4.28,4.28,0,0.72,0,269
17859,0.87,0.877,169,12.7,12.8,35.76,13.8,1017,4,0.946,0,0,68,74,,,107.6,1024,41,20.5,20.5,3.93,4.07,0,0.72,0,269
17949,0.87,0.842,169,12.7,12.3,36.13,13.8,1012,4,0.946,0,0,68,74,,,107.6,1024,41,20.5,20.5,3.93,4,0,0.7,0,269
18027,0.877,0.829,169,12.8,12.1,36.5,13.8,995,4,0.946,0,0,68.5,74,,,107.6,1024,41,22.5,22.5,4.03,4.03,0,0.7,0,269
18117,0.863,0.829,169,12.6,12.1,36.13,13.8,1007,4,0.946,0,0,68,74,,,107.6,1024,41,21.5,21.5,3.98,4.03,0,0.7,0,269
18187,0.863,0.822,169,12.6,12,37.24,13.8,988,4,0.946,0,0,68,74,,,107.6,1024,41,23,23,3.98,4.04,0,0.72,0,269
18269,0.849,0.822,169,12.4,12,37.24,13.8,1000,4,0.946,0,0,68.5,74,,,107.6,1024,41,23,23,4.1,4.03,0,0.72,0,269
18367,0.849,0.822,169,12.4,12,36.13,13.8,1005,4,0.946,0,0,68,74,,,107.6,1024,41,21.5,21.5,3.96,3.99,0,0.72,0,269
18437,0.849,0.822,169,12.4,12,36.87,13.8,1005,4,0.946,0,0,68.5,74,,,107.6,1024,41,21.5,21.5,4.07,4.02,0,0.72,0,269
18527,0.842,0.829,169,12.3,12.1,35.39,13.8,1037,4,0.948,0,0,68,73.5,,,107.6,1024,41,19.5,19.5,3.99,3.84,0,0.7,0,269
18609,0.849,0.815,169,12.4,11.9,35.39,13.8,1008,4,0.946,0,0,68,74,,,107.6,1024,41,20,20,3.89,3.95,0,0.7,0,269
18707,0.849,0.87,169,12.4,12.7,39.08,13.8,962,4,0.946,0,0,69.5,74,,,107.6,1024,41,24.5,22.5,4.39,4.18,0,0.7,0,269
18797,0.849,0.87,169,12.4,12.7,37.24,13.8,1000,4,0.946,0,0,68.5,74,,,107.6,1024,41,23,23,4.11,4.12,0,0.72,0,269
18879,0.863,0.829,169,12.6,12.1,36.13,13.8,1022,4,0.948,0,0,68,73.5,,,107.6,1024,41,20.5,20.5,3.95,3.92,0,0.7,0,269
18957,0.856,0.829,169,12.5,12.1,35.76,13.8,1030,4,0.948,0,0,68,73.5,,,107.6,1024,41,20,20,3.92,3.92,0,0.72,0,269
19031,0.856,0.822,169,12.5,12,35.02,13.8,1038,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,18.5,18.5,3.8,3.86,0,0.7,0,269
19108,0.836,0.863,169,12.2,12.6,35.39,13.8,1007,4,0.946,0,0,68,74,,,107.6,1024,41,21,21,3.88,4.08,0,0.7,0,269
19190,0.849,0.863,169,12.4,12.6,37.24,13.8,1009,4,0.946,0,0,68.5,74,,,107.6,1024,41,21.5,21.5,4.12,4.11,0,0.7,0,269
19268,0.856,0.877,169,12.5,12.8,35.02,13.8,1051,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,18,18,3.82,3.84,0,0.7,0,269
19350,0.849,0.89,169,12.4,13,34.65,13.8,1017,4,0.946,0,0,67.5,73.5,,,107.6,1024,41,19.5,19.5,3.78,4,0,0.72,0,269
19428,0.842,0.89,169,12.3,13,38.34,13.8,983,4,0.946,0,0,69,74,,,107.6,1024,41,20.5,23,4.26,4.13,0,0.72,0,269
19510,0.863,0.877,169,12.6,12.8,36.13,13.8,1028,4,0.948,0,0,68,74,,,107.6,1024,41,20,20,3.96,3.97,0,0.72,0,269
19588,0.87,0.87,169,12.7,12.7,35.39,13.8,1009,4,0.946,0,0,68,74,,,107.6,1024,41,19.5,19.5,3.88,4.03,0,0.7,0,269
19670,0.856,0.877,169,12.5,12.8,37.97,13.8,981,4,0.946,0,0,69,74,,,107.6,1024,41,22,23,4.23,4.16,0,0.72,0,269
19760,0.863,0.897,169,12.6,13.1,36.87,13.8,999,4,0.946,0,0,68.5,74,,,107.6,1024,41,23,23,4.09,4.08,0,0.7,0,269
19837,0.849,0.829,169,12.4,12.1,36.13,13.8,1014,4,0.946,0,0,68,74,,,107.6,1024,41,21,21,3.98,3.96,0,0.7,0,269
19919,0.842,0.829,169,12.3,12.1,36.13,13.8,1018,5,0.946,0,0,68,74,,,107.6,1024,41,20.5,20.5,3.95,3.96,0,0.72,0,269
20009,0.849,0.822,169,12.4,12,36.13,13.8,1008,4,0.946,0,0,68,74,,,107.6,1024,41,20.5,20.5,3.97,3.95,0,0.7,0,269
20087,0.849,0.822,169,12.4,12,36.87,13.8,991,4,0.946,0,0,68,74,,,107.6,1024,41,23,23,3.97,4.08,0,0.72,0,269
20177,0.836,0.822,169,12.2,12,37.24,13.8,1008,4,0.946,0,0,68.5,74,,,107.6,1024,41,22.5,22.5,4.1,4,0,0.7,0,269
20268,0.836,0.808,169,12.2,11.8,35.76,13.8,1036,4,0.948,0,0,68,73.5,,,107.6,1024,41,20,20,3.9,3.9,0,0.72,0,269
20350,0.836,0.808,171,12.2,11.8,36.13,13.8,1016,5,0.948,0,0,68,74,,,107.6,1024,41,20.5,20.5,3.96,3.91,0,0.72,0,269
20427,0.836,0.808,169,12.2,11.8,35.76,13.8,1020,4,0.948,0,0,68,74,,,107.6,1016,41,20,20,3.97,3.92,0,0.7,0,269
20509,0.842,0.808,169,12.3,11.8,35.39,13.8,1039,5,0.948,0,0,68,73.5,,,107.6,1016,41,19.5,19.5,3.87,3.86,0,0.72,0,269
20587,0.842,0.815,169,12.3,11.9,35.39,13.8,1035,4,0.948,0,0,67.5,73.5,,,107.6,1024,41,19.5,19.5,3.84,3.82,0,0.72,0,269
20677,0.842,0.829,169,12.3,12.1,36.13,13.8,1014,4,0.946,0,0,68,73.5,,,107.6,1024,41,20.5,20.5,3.87,3.88,0,0.72,0,269
20759,0.836,0.829,169,12.2,12.1,36.13,13.8,1000,4,0.946,0,0,68,74,,,109.4,1024,41,21.5,21.5,3.98,3.96,0,0.72,0,269
20849,0.836,0.836,169,12.2,12.2,36.13,13.8,1013,4,0.946,0,0,68,74,,,109.4,1024,41,21.5,21.5,3.96,4,0,0.7,0,269
20927,0.849,0.822,169,12.4,12,35.02,13.8,1044,4,0.948,0,0,67.5,73.5,,,109.4,1024,41,19.5,19.5,3.82,3.84,0,0.7,0,269
21009,0.849,0.822,169,12.4,12,35.02,13.9,1059,4,0.948,0,0,67.5,73.5,,,109.4,1024,41,17.5,17.5,3.78,3.76,0,0.7,0,269
21087,0.842,0.822,171,12.3,12,35.02,13.9,1045,5,0.948,0,0,67.5,73.5,,,109.4,1024,41,18,18,3.78,3.78,0,0.72,0,269
21156,0.842,0.822,171,12.3,12,35.02,13.8,1036,4,0.948,0,0,67.5,73.5,,,109.4,1024,41,18.5,18.5,3.81,3.78,0,0.72,0,269
21239,0.842,0.822,169,12.3,12,35.39,13.8,1025,4,0.948,0,0,68,73.5,,,109.4,1016,41,19.5,19.5,3.85,3.85,0,0.7,0,269
21316,0.849,0.822,169,12.4,12,35.76,13.8,1010,4,0.946,0,0,68,74,,,107.6,1016,41,20.5,20.5,3.91,3.96,0,0.72,0,269
21406,0.849,0.829,171,12.4,12.1,36.87,13.8,996,4,0.946,0,0,68.5,74,,,109.4,1024,41,22.5,22.5,4.07,3.99,0,0.72,0,269
21496,0.856,0.836,171,12.5,12.2,36.5,13.8,1009,4,0.946,0,0,68.5,74,,,109.4,1016,41,21,21,4.07,4.01,0,0.72,0,269
21578,0.856,0.829,171,12.5,12.1,36.13,13.8,1016,4,0.948,0,0,68,74,,,109.4,1016,41,20,20,3.96,3.93,0,0.7,0,269
21660,0.849,0.829,171,12.4,12.1,36.5,13.8,1008,4,0.946,0,0,68.5,74,,,109.4,1016,41,20.5,20.5,4.03,3.94,0,0.7,0,269
21739,0.856,0.822,171,12.5,12,36.13,13.8,1023,4,0.948,0,0,68,74,,,109.4,1016,41,20,20,3.95,3.92,0,0.7,0,269
21821,0.849,0.822,171,12.4,12,35.76,13.8,1030,4,0.948,0,0,68,73.5,,,109.4,1016,41,19.5,19.5,3.92,3.88,0,0.72,0,269
21899,0.849,0.822,171,12.4,12,35.76,13.8,1020,5,0.948,0,0,68,73.5,,,109.4,1016,41,19.5,19.5,3.92,3.88,0,0.72,0,269
21981,0.849,0.877,171,12.4,12.8,37.61,13.8,995,5,0.946,0,0,69,74,,,109.4,1016,41,22.5,22,4.2,4.11,0,0.72,0,269
22058,0.849,0.884,171,12.4,12.9,37.24,13.8,1067,4,0.948,0,0,68,73.5,,,109.4,1016,41,17.5,17.5,4.07,3.74,0,0.72,0,269
22140,0.877,0.856,171,12.8,12.5,34.28,13.8,1056,4,0.979,0,0,67.5,73.5,,,109.4,1016,41,16,16,3.72,3.61,0,0.7,0,269
22231,0.877,0.897,171,12.8,13.1,36.87,13.8,1000,4,0.946,0,0,68.5,73.5,,,109.4,1016,41,21,18.5,4.07,3.86,0,0.7,0,269
22308,0.87,0.884,171,12.7,12.9,36.87,13.8,988,4,0.946,0,0,69,74,,,109.4,1016,41,22.5,21,4.25,4.1,0,0.72,0,269
22411,0.87,0.849,171,12.7,12.4,36.13,13.8,1019,4,0.946,0,0,68,74,,,109.4,1016,41,20.5,20.5,3.97,3.92,0,0.7,0,269
22489,0.856,0.842,171,12.5,12.3,35.76,13.8,1024,4,0.948,0,0,68,73.5,,,109.4,1016,41,19.5,19.5,3.9,3.89,0,0.7,0,269
22570,0.856,0.842,171,12.5,12.3,36.5,13.8,1017,4,0.946,0,0,68.5,74,,,109.4,1016,41,20,20,4.02,3.93,0,0.72,0,269
22648,0.849,0.829,171,12.4,12.1,36.13,13.8,1033,4,0.948,0,0,68,73.5,,,109.4,1016,41,19.5,19.5,3.96,3.86,0,0.7,0,269
22730,0.849,0.829,171,12.4,12.1,35.39,13.8,1027,4,0.948,0,0,68,73.5,,,109.4,1016,41,19.5,19.5,3.87,3.86,0,0.72,0,269
22808,0.849,0.829,171,12.4,12.1,35.39,13.8,1034,4,0.948,0,0,68,73.5,,,109.4,1016,41,19.5,19.5,3.87,3.88,0,0.7,0,269
22890,0.849,0.829,171,12.4,12.1,35.39,13.8,1039,4,0.948,0,0,67.5,73.5,,,109.4,1016,41,18,18,3.84,3.79,0,0.72,0,269
22968,0.849,0.829,171,12.4,12.1,35.39,13.8,1015,5,0.946,0,0,68,73.5,,,109.4,1016,41,19.5,19.5,3.87,3.84,0,0.72,0,269
23046,0.849,0.822,171,12.4,12,36.87,13.8,987,4,0.946,0,0,68.5,74,,,109.4,1016,41,22.5,21,4.06,3.95,0,0.7,0,269
23127,0.842,0.829,171,12.3,12.1,37.61,13.8,976,4,0.946,0,0,68.5,74,,,109.4,1016,41,23.5,23.5,4.14,4.11,0,0.72,0,269
23209,0.849,0.822,171,12.4,12,36.87,13.8,1016,5,0.946,0,0,68.5,74,,,109.4,1016,41,21,21,4.06,3.97,0,0.72,0,269
23287,0.856,0.822,171,12.5,12,35.39,13.8,1040,4,0.948,0,0,67.5,73.5,,,109.4,1016,41,18,18,3.86,3.86,0,0.72,0,269
23390,0.856,0.863,171,12.5,12.6,36.87,13.8,1011,4,0.946,0,0,68.5,73.5,,,109.4,1016,41,20,20,4.08,3.97,0,0.7,0,269
23467,0.856,0.877,171,12.5,12.8,37.24,13.8,1014,4,0.946,0,0,68.5,74,,,109.4,1016,41,20.5,20.5,4.12,3.97,0,0.7,0,269
23549,0.863,0.863,171,12.6,12.6,36.13,13.8,1002,4,0.946,0,0,68,74,,,109.4,1016,41,20.5,20.5,3.98,3.97,0,0.7,0,269
23639,0.863,0.89,171,12.6,13,38.71,13.8,965,4,0.946,0,0,69,74,,,109.4,1016,41,22.5,24,4.3,4.21,0,0.72,0,269
23717,0.856,0.897,171,12.5,13.1,34.65,13.8,1065,4,0.948,0,0,68.5,73.5,,,109.4,1016,41,20.5,20.5,4.21,3.83,0,0.72,0,269
23791,0.863,0.877,171,12.6,12.8,34.28,13.8,1077,4,0.95,0,0,67.5,73.5,,,109.4,1016,41,15.5,15.5,3.7,3.7,0,0.7,0,269
23869,0.863,0.884,171,12.6,12.9,37.97,13.8,982,4,0.979,0,0,69,74,,,109.4,1016,41,18,21,4.06,3.85,0,0.72,0,269
23959,0.911,0.877,171,13.3,12.8,39.08,13.8,958,5,0.946,0,0,69.5,73.5,,,109.4,1016,42,20.5,21,4.53,4.26,0,0.72,0,269
24041,0.925,0.877,171,13.5,12.8,36.5,13.8,1035,4,0.948,0,0,68.5,74,,,109.4,1016,42,20.5,20.5,4.02,3.95,0,0.7,0,269
24119,0.897,0.836,171,13.1,12.2,35.02,13.8,1045,5,0.948,0,0,67.5,73.5,,,109.4,1016,41,17.5,17.5,3.82,3.76,0,0.72,0,269
24201,0.897,0.884,171,13.1,12.9,36.5,13.8,1024,4,0.948,0,0,68,74,,,109.4,1016,41,19.5,19.5,3.84,4,0,0.72,0,269
24278,0.877,0.884,171,12.8,12.9,36.87,13.8,1020,4,0.948,0,0,68.5,74,,,109.4,1016,41,20,20,4.05,4.02,0,0.72,0,269
24381,0.849,0.87,171,12.4,12.7,36.13,13.8,1012,4,0.946,0,0,68,74,,,109.4,1016,41,20,20,3.97,3.94,0,0.7,0,269
24459,0.842,0.904,171,12.3,13.2,37.24,13.8,993,5,0.946,0,0,68.5,74,,,109.4,1016,41,21.5,21.5,4.13,4.07,0,0.72,0,269
24549,0.836,0.884,171,12.2,12.9,36.5,13.8,1002,4,0.946,0,0,68.5,74,,,109.4,1016,42,21,21,4.15,4.01,0,0.72,0,269
24639,0.849,0.856,171,12.4,12.5,36.5,13.8,1000,4,0.946,0,0,68.5,74,,,109.4,1016,42,21,21,4.03,3.99,0,0.72,0,269
24721,0.849,0.842,171,12.4,12.3,37.97,13.8,981,5,0.946,0,0,69,74,,,109.4,1016,42,22.5,22.5,4.22,4.03,0,0.72,0,269
24799,0.849,0.842,171,12.4,12.3,37.61,13.8,985,4,0.946,0,0,69,74,,,109.4,1016,42,23,23,4.22,4.13,0,0.72,0,269
24889,0.842,0.836,171,12.3,12.2,37.24,13.8,998,5,0.946,0,0,68.5,74,,,109.4,1016,42,21.5,21.5,4.12,4.06,0,0.72,0,269
24979,0.842,0.829,171,12.3,12.1,36.87,13.8,1002,4,0.946,0,0,68.5,74,,,109.4,1016,42,21,21,4.07,4.02,0,0.72,0,269
25061,0.842,0.822,171,12.3,12,37.24,13.8,996,5,0.946,0,0,68.5,74,,,109.4,1016,42,21.5,21.5,4.12,4.02,0,0.72,0,269
25139,0.836,0.822,171,12.2,12,37.24,13.8,988,5,0.946,0,0,68.5,74,,,109.4,1016,42,22.5,22.5,4.12,4.09,0,0.72,0,269
25229,0.842,0.829,171,12.3,12.1,37.61,13.8,996,5,0.946,0,0,68.5,74,,,109.4,1016,42,22.5,22.5,4.15,4.06,0,0.72,0,269
25319,0.842,0.822,171,12.3,12,36.5,13.8,1021,4,0.948,0,0,68.5,74,,,109.4,1016,42,20,20,4.01,3.99,0,0.72,0,269
25401,0.842,0.856,171,12.3,12.5,37.24,13.8,1005,4,0.946,0,0,68,74,,,109.4,1016,42,21,21,3.95,4.06,0,0.72,0,269
25479,0.836,0.856,171,12.2,12.5,38.34,13.8,961,4,0.946,0,0,69,74,,,109.4,1016,42,23.5,23.5,4.28,4.26,0,0.7,0,269
25561,0.836,0.856,172,12.2,12.5,37.97,13.8,979,4,0.946,0,0,69,74,,,109.4,1016,42,24,24,4.21,4.17,0,0.7,0,269
25638,0.849,0.822,172,12.4,12,37.24,13.8,1000,4,0.946,0,0,68.5,74,,,109.4,1016,42,21.5,21.5,4.12,4.02,0,0.72,0,269
25720,0.836,0.822,172,12.2,12,37.61,13.8,985,5,0.946,0,0,68.5,74,,,109.4,1016,42,21.5,21.5,4.14,4.05,0,0.72,0,269
25798,0.829,0.822,172,12.1,12,36.87,13.8,1009,4,0.946,0,0,68.5,74,,,109.4,1016,42,21,21,4.08,4.1,0,0.7,0,269
25880,0.829,0.822,172,12.1,12,35.76,13.8,1038,4,0.948,0,0,68,73.5,,,109.4,1016,42,19.5,19.5,4.05,3.87,0,0.7,0,269
25958,0.836,0.815,172,12.2,11.9,35.02,13.8,1050,5,0.948,0,0,67.5,73.5,,,109.4,1016,42,17.5,17.5,3.82,3.8,0,0.72,0,269
26040,0.822,0.808,172,12,11.8,35.76,13.8,1037,4,0.948,0,0,67.5,73.5,,,109.4,1016,42,18,18,3.87,3.81,0,0.72,0,269
26117,0.822,0.815,172,12,11.9,37.24,13.8,990,4,0.946,0,0,68,74,,,109.4,1016,42,20,21,3.91,4,0,0.72,0,269
26199,0.822,0.822,172,12,12,37.97,13.8,990,4,0.946,0,0,69,74,,,109.4,1016,42,22.5,22.5,4.21,4.09,0,0.72,0,269
26290,0.836,0.808,172,12.2,11.8,35.76,13.8,1035,4,0.948,0,0,68,73.5,,,109.4,1016,42,19.5,19.5,3.93,4,0,0.72,0,269
26380,0.836,0.808,172,12.2,11.8,35.39,13.8,1042,4,0.948,0,0,67.5,73.5,,,109.4,1016,42,18,18,3.85,3.84,0,0.72,0,269
26457,0.842,0.815,172,12.3,11.9,36.13,13.8,1027,4,0.948,0,0,68,73.5,,,109.4,1016,42,19.5,19.5,3.9,3.9,0,0.72,0,269
26527,0.836,0.815,172,12.2,11.9,35.76,13.8,1040,5,0.948,0,0,68,73.5,,,109.4,1016,42,18.5,18.5,3.93,3.87,0,0.72,0,269
26617,0.836,0.815,172,12.2,11.9,35.39,13.8,1041,5,0.948,0,0,67.5,73.5,,,109.4,1016,42,18,18,3.83,3.82,0,0.72,0,269
26699,0.849,0.801,172,12.4,11.7,35.39,13.8,1041,4,0.948,0,0,67.5,73.5,,,109.4,1016,42,18,18,3.83,3.79,0,0.72,0,269
26797,0.842,0.849,172,12.3,12.4,35.76,13.8,995,4,0.946,0,0,68,74,,,109.4,1016,42,21,20.5,3.94,4.13,0,0.7,0,269
26888,0.842,0.849,172,12.3,12.4,37.61,13.8,1013,4,0.946,0,0,68.5,74,,,109.4,1016,42,22.5,22.5,4.14,4.13,0,0.7,0,269
26978,0.856,0.856,172,12.5,12.5,36.5,13.8,1020,4,0.948,0,0,68,74,,,109.4,1016,42,19.5,19.5,3.98,3.92,0,0.7,0,269
27060,0.856,0.829,172,12.5,12.1,36.5,13.8,1016,4,0.946,0,0,68,74,,,109.4,1016,42,20.5,20.5,3.98,3.95,0,0.72,0,269
27150,0.849,0.829,172,12.4,12.1,36.5,13.8,1033,4,0.948,0,0,68,73.5,,,109.4,1016,42,18.5,18.5,3.98,3.9,0,0.72,0,269
27227,0.849,0.822,172,12.4,12,35.39,13.8,1047,4,0.948,0,0,67.5,73.5,,,109.4,1016,42,18,18,3.84,3.85,0,0.72,0,269
27309,0.849,0.815,172,12.4,11.9,35.39,13.8,1042,5,0.948,0,0,67.5,73.5,,,109.4,1016,42,18,18,3.84,3.8,0,0.72,0,269
27399,0.836,0.829,172,12.2,12.1,36.87,13.8,1009,4,0.946,0,0,68,74,,,109.4,1016,42,20,20,3.88,3.99,0,0.7,0,269
27477,0.822,0.836,172,12,12.2,37.24,13.8,1014,4,0.946,0,0,68.5,74,,,109.4,1016,42,21,21,4.1,4.02,0,0.7,0,269
27567,0.842,0.836,172,12.3,12.2,35.39,13.8,1031,4,0.948,0,0,67.5,73.5,,,109.4,1016,42,19.5,19.5,3.86,3.88,0,0.7,0,269
27658,0.842,0.849,172,12.3,12.4,37.61,13.8,990,5,0.946,0,0,69,74,,,109.4,1016,42,20.5,20.5,4.19,4.06,0,0.72,0,269
27739,0.849,0.849,172,12.4,12.4,38.34,13.8,998,4,0.946,0,0,69,74,,,109.4,1016,42,23,23,4.28,4.02,0,0.72,0,269
